,tweets,sentiment,predict_sentiment
1010,"['anjing', 'kelar', 'vaksin', 'booster', 'jogja', 'shayy', 'ayo', 'jogja', 'mitap']",1.0,1.0
1029,"['moga', 'mimpi', 'wujud', 'penuh', 'kriteria', 'atas', 'krng', 'tiketa', 'dewasasdh', 'vaksin', 'boosterrestu', 'tua', 'krna', 'doa', 'didoain', 'moga', 'nnton', 'svt', 'dukung', 'doa']",1.0,1.0
2138,"['juta', 'masyarakat', 'rentan', 'lindung', 'vaksin', 'booster']",1.0,1.0
828,"['vaksin', 'booster', 'oktober', 'bekas', 'sunti', 'kadang', 'suka', 'nyut']",1.0,-1.0
2641,"['vaksin', 'booster', 'stasiun', 'beli', 'tiket', 'gosip', 'simpang', 'siur', 'info']",-1.0,-1.0
1728,"['ayo', 'buru', 'vaksin', 'booster', 'lupa', 'tetep', 'jaga', 'protokol', 'sehat']",1.0,1.0
96,"['maaf', 'numpang', 'booster', 'terang', 'sertifikat', 'vaksin', 'booster', 'dsn', 'terang', 'tahap', 'vaksin', 'status', 'vaksin', 'vaksin']",1.0,1.0
3012,"['informasi', 'vaksin', 'booster', 'donh', 'gaisss', 'bytheway', 'dom', 'bekasitambun']",1.0,1.0
4534,"['pikir', 'vaksin', 'vaksin', 'booster']",1.0,1.0
3628,"['informasi', 'vaksin', 'booster', 'dideke', 'gunung', 'putri']",1.0,1.0
4586,"['surabaya', 'vaksin', 'booster', 'sedia', 'surabaya', 'sentra', 'layan', 'vaksin', 'tua', 'sakit']",-1.0,-1.0
1200,"['vaksin', 'booster', 'unt', 'jarak', 'tes']",1.0,1.0
621,"['keinget', 'pas', 'vaksin', 'booster', 'gagal', 'dokter', 'sampean', 'riwayat', 'tensi', 'usaha', 'rutin', 'minum', 'obat', 'also', 'family', 'muda', 'sering', 'minum', 'obat', 'tensi']",-1.0,-1.0
1412,"['takut', 'jarum', 'suntik', 'tahan', 'polresta', 'mojokerto', 'tutup', 'vaksin', 'booster', 'mojokerto', 'tahan', 'polresta', 'mojokerto', 'jalan', 'vaksin', 'booster', 'via']",-1.0,1.0
566,"['gilang', 'dika', 'maju', 'cepetan', 'takut', 'vaksin', 'booster']",1.0,1.0
543,"['busettt', 'sertifikat', 'vaksin', 'booster', 'ku', 'email', 'data', 'suruh', 'klaim', 'web', 'aplikasi', 'telepon', 'call', 'centre', 'sulit', 'penginputan', 'data', 'status', 'vaksin', 'fakses', 'sulit']",-1.0,-1.0
1334,"['syarat', 'vaksin', 'booster', 'stasiun', 'tumpang', 'vaksinasi', 'booster', 'wajib', 'usia', 'minimal', 'vaksin', 'dosis']",-1.0,-1.0
4822,"['sobat', 'bri', 'ikut', 'acara', 'pesta', 'rakyat', 'simpananpedesaan', 'vaksin', 'booster', 'beli', 'tiket', 'aplikasi', 'brimo', 'rp', 'menu', 'qris', 'usia']",1.0,1.0
51,"['vaksin', 'booster', 'covid', 'susah', 'menkes', 'cnbc', 'indonesia']",-1.0,-1.0
4979,"['desember', 'menteri', 'bumn', 'erick', 'thohir', 'terbit', 'eua', 'indovac', 'vaksin', 'primer', 'dewasa', 'kesiap', 'vaksin', 'booster', 'vaksinasi', 'usia', 'tunjuk', 'indovac', 'milik', 'mandiri', 'sektor']",-1.0,1.0
4099,"['vaksin', 'booster', 'jalan', 'pesawat', 'kapal', 'negeri', 'konser', 'bilamana', 'butuh', 'cepat', 'dm', 'proses', 'cepat', 'tembus', 'resmi', 'peduli', 'lindung']",1.0,1.0
4943,"['jalan', 'semarang', 'purwokerto', 'naik', 'kamandaka', 'vaksin', 'booster']",1.0,1.0
1558,"['kapolres', 'labuh', 'belawan', 'monitor', 'giat', 'vaksin', 'booster', 'covid', 'aula', 'wira', 'satya', 'tanggal', 'desember', 'laksana', 'urkes', 'kepolisianresor', 'labuh', 'belawan']",1.0,-1.0
745,"['silah', 'bantu', 'lawyer', 'bantu', 'gugat', 'oerdata', 'pengadilam', 'rakyat', 'korbanpesta', 'pasu', 'vaksin', 'booster', 'sajagimana', 'adil']",1.0,1.0
4250,"['bhinamas', 'menghimbau', 'masyarakat', 'bel', 'vaksin', 'booster', 'vaksin', 'cipta', 'masyarakat', 'sehat']",1.0,1.0
2868,"['dont', 'forget', 'fc', 'kartutandapenduduk', 'bolak', 'kakak', 'surat', 'terang', 'vaksin', 'booster']",1.0,1.0
1467,"['persen', 'pasien', 'covid', 'rawat', 'bukti', 'vaksin', 'booster']",1.0,1.0
1858,"['pegal', 'pegal', 'guis', 'tangan', 'habis', 'vaksin', 'booster']",1.0,1.0
195,"['pantes', 'menang', 'vaksin', 'booster']",1.0,1.0
1813,"['siasat', 'demiboostersaat', 'stok', 'vaksin', 'covid', 'tip', 'vaksin', 'booster', 'upaya', 'cegah', 'tular', 'rantai', 'covid', 'tolak', 'prokontra', 'masyarakat', 'jarang', 'temu', 'akibat', 'stock', 'tip', 'lengkap']",1.0,1.0
1720,"['jaga', 'protokol', 'sehat', 'inget', 'sempat', 'vaksin', 'booster']",1.0,1.0
3682,"['vaksin', 'booster', 'sedia', 'sedia', 'jam', 'jamberapa']",1.0,1.0
802,"['selamat', 'malam', 'kakak', 'kakak', 'kotajarak', 'tumpang', 'usia', 'atas', 'wajib', 'terima', 'vaksin', 'booster', 'informasi', 'lengkap', 'link', 'terimakasih']",1.0,1.0
4649,"['ndes', 'informasi', 'vaksin', 'booster', 'daerah', 'semarang']",1.0,1.0
620,"['dips', 'vaksin', 'booster', 'tentrem', 'mall', 'daftar', 'makasihhh']",1.0,1.0
1665,"['vaksin', 'booster', 'bayar']",1.0,1.0
4088,"['habis', 'vaksin', 'booster', 'astra', 'bengkak', 'minggu', 'lengan', 'sakit', 'banget']",-1.0,-1.0
3727,"['vaksin', 'booster', 'cuma', 'vaksin', 'scan', 'peduli', 'lindung', 'tetep', 'sedihhh', 'bangett']",-1.0,1.0
4028,"['covid', 'ayo', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster', 'infografikjakita']",1.0,1.0
3504,"['vaksin', 'booster', 'covid', 'melempem', 'kawan', 'beranta', 'rencana']",1.0,1.0
1818,"['cayo', 'ikut', 'vaksin', 'booster', 'serentak', 'tempat', 'kepolisianresor', 'madiun', 'desember', 'tulis']",-1.0,-1.0
644,"['lambat', 'ternyatacorona', 'pamit', 'vaksin', 'booster']",1.0,-1.0
2077,"['takut', 'banget', 'haechan', 'black', 'hair', 'vaksin', 'booster']",1.0,1.0
4609,"['tlong', 'vaksin', 'booster', 'wilayah', 'rungkut', 'kasih', 'bnyakcz', 'pulang', 'kampung']",1.0,1.0
1703,"['vaksin', 'booster', 'pergi', 'jalan', 'soallnya']",1.0,1.0
5889,"['gambar', 'perwal', 'nomor', 'sektor', 'hotel', 'lokasi', 'wisata', 'kunjung', 'maksimal', 'kapasitas', 'wargi', 'usia', 'atas', 'wajib', 'vaksin', 'booster', 'cegah', 'sebar', 'sub', 'varian']",1.0,1.0
4373,"['informasi', 'lokasi', 'vaksin', 'booster', 'jakarta', 'barat', 'butuh', 'banget', 'nihh']",-1.0,-1.0
120,"['sore', 'admin', 'adik', 'umur', 'vaksin', 'vaksin', 'booster', 'boleh', 'umur', 'surat', 'antigen', 'jwbnnya', 'terimakasih']",1.0,1.0
2845,"['vaksin', 'booster', 'udahnya', 'tangan', 'sakit', 'kaya', 'habis', 'digebukin', 'tenggorok', 'gaenak', 'badan', 'meriang', 'pusing']",-1.0,-1.0
4471,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid']",1.0,1.0
4058,"['informasi', 'sedia', 'vaksin', 'booster', 'wilayah', 'jabodetabek']",1.0,1.0
5594,"['jaga', 'prokes', 'pandemi', 'berakhircuci', 'tangan', 'sabun', 'pakai', 'hindar', 'kerumun', 'lengkap', 'dosis', 'vaksin', 'boostertetap', 'waspada', 'endemi']",-1.0,1.0
2986,"['vaksin', 'booster', 'upaya', 'proteksi', 'pemerintahkota', 'surabaya', 'tangkal', 'naik', 'covid']",1.0,1.0
1230,"['vaksin', 'vaksin', 'lanjut', 'lengkap', 'vaksinasi', 'primer', 'kebal', 'tubuh', 'tingkat', 'ikut', 'vaksin', 'booster', 'rudi', 'kantorwilayah', 'kemenkumham', 'kalsel', 'lilik', 'sujandi']",-1.0,-1.0
5383,"['malam', 'stasiun', 'kutoarjo', 'sedia', 'vaksin', 'booster', 'tumpang', 'antarkota', 'msl', 'jakarta', 'syarat', 'terimakasih']",1.0,1.0
3383,"['doain', 'yh', 'semwa', 'vaksin', 'booster', 'pagi']",1.0,1.0
2277,"['informasi', 'vaksin', 'booster', 'layan', 'terima', 'kasih']",1.0,1.0
3153,"['hueee', 'habis', 'vaksin', 'booster', 'bnr', 'bgtt']",1.0,1.0
4593,"['syamsudin', 'noor', 'sedia', 'vaksin', 'booster']",1.0,1.0
134,"['kai', 'sedia', 'layan', 'vaksin', 'booster', 'stasiun', 'malang']",-1.0,-1.0
3398,"['admin', 'joglosemarkerto', 'vaksin', 'booster', 'antigen', 'thank']",1.0,1.0
2518,"['info', 'stasiun', 'layan', 'vaksin', 'boosterthx']",-1.0,-1.0
2770,"['vaksin', 'booster', 'hadap', 'naik', 'covid']",1.0,1.0
4896,"['mad', 'informasi', 'vaksin', 'booster', 'biso', 'wayahwayah']",1.0,1.0
3995,"['vaksin', 'booster', 'nunjukin', 'sertifikat', 'status', 'vaksin', 'muncul', 'tiket']",1.0,1.0
5174,"['agustus', 'langgan', 'kakak', 'jarak', 'wajib', 'vaksinbooster']",1.0,1.0
511,"['selamat', 'sore', 'maaf', 'tumpang', 'usia', 'berangkat', 'kakak', 'jarak', 'wajib', 'vaksinasi', 'dosis', 'tiga', 'booster', 'railmin', 'imbau', 'vaksin', 'booster']",1.0,1.0
62,"['selamat', 'siang', 'maaf', 'syarat', 'tentu', 'jalan', 'kakak', 'sesuai', 'surat', 'edar', 'kemenhub', 'nomor', 'tumpang', 'kakak', 'antarkota', 'usia', 'wajib', 'vaksin', 'booster']",1.0,1.0
1553,"['manfaat', 'beri', 'vaksin', 'booster', 'covid', 'cegah', 'infeksi', 'virus', 'corona', 'tahan', 'tingkat', 'kebal', 'tubuh', 'kuat', 'antibodi', 'bangun', 'panjang', 'lindung', 'virus']",1.0,1.0
3674,"['sdf', 'informasi', 'vaksin', 'booster', 'mcd', 'bayar', 'rek']",1.0,1.0
5144,"['stok', 'vaksin', 'booster', 'aman', 'pemerintahkota', 'cirebon', 'ajak', 'warga', 'booster']",-1.0,1.0
3014,"['pasien', 'covid', 'tinggal', 'dunia', 'vaksin', 'booster', 'vaksin', 'lindung', 'aman', 'vaksinasi', 'informasi', 'vaksin', 'covid', 'baca']",1.0,1.0
2168,"['syarat', 'vaksin', 'booster', 'cek', 'dipedulilindungi']",-1.0,-1.0
2803,"['kota', 'kasablanka', 'effort', 'jam', 'cari', 'jalan', 'stasiun', 'vaksin', 'booster', 'tanggal', 'merah', 'feat', 'jaehyun', 'merdeka', 'agustus']",-1.0,-1.0
679,"['vaksin', 'booster', 'gara', 'tugas', 'faskes', 'terbit', 'tiket', 'vaksin', 'tiga', 'vaksin', 'tanggal', 'agustus', 'ngehubungin', 'call', 'center', 'muncul', 'tiket', 'butuh', 'maksimal']",-1.0,-1.0
3592,"['stasiun', 'sedia', 'vaksin', 'booster', 'stocknya', 'habis', 'non', 'tumpang']",1.0,1.0
1211,"['padang', 'bolak', 'ikut', 'vaksin', 'booster']",-1.0,-1.0
122,"['jog', 'informasi', 'vaksin', 'booster', 'besok']",1.0,1.0
3931,"['kesana', 'harus', 'vaksin', 'booster', 'booster']",-1.0,-1.0
1873,"['suntik', 'vaksin', 'booster', 'produk', 'lokal', 'indovac', 'dukung', 'penuh']",1.0,1.0
4482,"['lapor', 'covid', 'masyarakat', 'sulit', 'akses', 'vaksin', 'booster']",1.0,1.0
4958,"['ibu', 'vaksin', 'anak', 'minum', 'asi', 'nembus', 'anak', 'shedding', 'ortunya', 'dua', 'divaksinbooster', 'tular', 'air', 'liur', 'mulut', 'ortunya', 'divaksinbooter']",-1.0,-1.0
3094,"['horas', 'amang', 'inang', 'jaga', 'keamanandanketertibanmasyarakat', 'ayo', 'tanam', 'cabai', 'waspada', 'cuaca', 'ekstrem', 'vaksin', 'booster', 'jelang', 'natal', 'jaga', 'harta', 'benda', 'amang', 'inang', 'god', 'bless', 'us']",1.0,1.0
1210,"['booster', 'akselerasi', 'daerahkhususibukota', 'tinggal', 'covid', 'akibat', 'komorbid', 'berat', 'metropolitan', 'tempo']",1.0,1.0
567,"['gni', 'vaksin', 'booster', 'bnr', 'booster', 'mati']",1.0,1.0
2503,"['menkes', 'ingat', 'nakes', 'lanjutusia', 'atas', 'vaksin', 'booster']",-1.0,-1.0
548,"['ayo', 'buru', 'vaksin', 'booster', 'terap', 'prokes']",1.0,1.0
864,"['tanggal', 'desember', 'rsud', 'cepu', 'rencana', 'vaksin', 'booster', 'vaksin', 'habis']",1.0,1.0
4476,"['kesini', 'anjing', 'stok', 'vaksin', 'booster']",-1.0,-1.0
1392,"['habis', 'vaksin', 'booster', 'panas', 'pusing', 'mual', 'gel', 'ampunn']",-1.0,1.0
4436,"['naek', 'jarak', 'vaksin', 'booster', 'bukaanya', 'viral', 'gara-gara', 'gaboleh', 'naek', 'jarak', 'gara-gara', 'booster']",-1.0,-1.0
1902,"['layan', 'vaksin', 'booster', 'kantor', 'sehat', 'labuh', 'jlcikapayang', 'kota', 'lanjutusia', 'jalan', 'lancar', 'organisir', 'degn', 'parkir', 'bawah', 'kolong', 'flyover', 'tarif', 'mobil']",1.0,1.0
5472,"['usaha', 'ambil', 'cuit', 'abang', 'lihat', 'atas', 'atas', 'berfikir', 'paksa', 'vaksin', 'booster', 'istri', 'peduli']",-1.0,-1.0
1718,"['jaga', 'sehat', 'patuh', 'prokes', 'vaksin', 'booster']",1.0,1.0
720,"['sen', 'via', 'aplikasi', 'pemberitahuan', 'wajib', 'vaksin', 'booster', 'bayar', 'via', 'mediasosial', 'kai', 'syarat', 'jalan', 'berangkat', 'cek', 'duluan']",-1.0,-1.0
3739,"['gelontor', 'juta', 'vaksin', 'booster', 'alas', 'stok']",-1.0,1.0
2812,"['cegah', 'lonjak', 'covid', 'vaksin', 'booster']",1.0,1.0
690,"['maju', 'sim', 'jaeyun', 'takut', 'vaksin', 'booster', 'azsksksjsksksk']",1.0,1.0
602,"['gasampe', 'vaksin', 'booster', 'sekolah', 'vaksin', 'gratis', 'keluh']",1.0,1.0
1937,"['tumpang', 'usia', 'vaksin', 'booster', 'boleh', 'lalu', 'jalan', 'domestik', 'bukti', 'pcr', 'negative']",1.0,1.0
2589,"['menteri', 'sehat', 'umum', 'lanjutusia', 'vaksin', 'booster', 'vaksin', 'empat', 'cepat']",1.0,1.0
5371,"['izin', 'vaksin', 'booster', 'rilis', 'sertifikat', 'apk', 'peduli', 'lindung', 'kakak', 'kota', 'terima', 'kasih']",1.0,1.0
2670,"['braw', 'informasi', 'vaksin', 'booster', 'malang', 'kota']",-1.0,-1.0
2145,"['informasi', 'vaksin', 'booster', 'sidoarjo', 'surabaya', 'daerah', 'perak', 'barat', 'gituu']",1.0,1.0
4439,"['vaksin', 'booster', 'alias', 'vaksin', 'tetep', 'takut', 'jarum', 'suntik']",-1.0,1.0
318,"['lupa', 'bawa', 'kartutandapenduduk', 'asli', 'bukti', 'vaksin', 'booster', 'tunjuk', 'aplikasi', 'peduli', 'lindung', 'terap', 'protokol', 'sehat', 'sahabat', 'laperti']",1.0,1.0
4903,"['selamat', 'siang', 'admin', 'stasiun', 'sedia', 'fasilitas', 'gerai', 'vaksin', 'booster', 'tumpang', 'vaksin', 'sedia', 'stasiun']",1.0,1.0
2559,"['vaksin', 'booster', 'tekan', 'parah', 'lanjutusia', 'hadap', 'covid']",-1.0,-1.0
274,"['terimakasih', 'kakak', 'moga', 'kakak', 'timbang', 'bnr', 'serius', 'banget', 'ketemu', 'mrka', 'siapin', 'mental', 'fisik', 'skligus', 'vaksin', 'booster', 'moga', 'ngliat', 'mreka', 'face', 'face', 'moga', 'baik', 'serta', 'kakak', 'aamiin']",1.0,1.0
5085,"['tertawa', 'mama', 'vaksin', 'booster', 'mall', 'lagu', 'puter', 'mall', 'lagu', 'semuaaaaaaaa']",1.0,1.0
4236,"['beneran', 'ku', 'kerja', 'tugas', 'dekatsekali', 'deadline', 'nangiss', 'tertawa', 'tertawa', 'bajing', 'sunda', 'tupai', 'maju', 'maju', 'vaksin', 'booster']",1.0,1.0
1361,"['gas', 'vaksin', 'booster', 'tertawa']",1.0,1.0
1526,"['kapolrestabes', 'medan', 'medan', 'personil', 'unit', 'samapta', 'aiptu', 'eko', 'susilo', 'ikut', 'giat', 'vaksin', 'booster', 'ruang', 'binmas', 'medan']",-1.0,-1.0
4354,"['menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'aku', 'wacana', 'vaksin', 'booster', 'bayar', 'laku', 'masyarakat', 'rencannya', 'tarif', 'laku', 'vaksin', 'booster', 'rp', 'dosis']",1.0,1.0
2119,"['selamat', 'pagi', 'syarat', 'hasil', 'negatif', 'rapid', 'test', 'antigenrtpcr', 'laku', 'jalan', 'tanggal', 'agustus', 'tumpang', 'kakak', 'antarkota', 'usia', 'wajib', 'vaksin', 'booster']",1.0,1.0
1820,"['daftar', 'vaksin', 'booster', 'jenis', 'vaksin', 'yangdiberikan']",1.0,1.0
4732,"['kakak', 'jarak', 'vaksin', 'booster', 'antigen']",1.0,1.0
1860,"['ayo', 'vaksin', 'booster']",1.0,1.0
5629,"['cek', 'fakta', 'vaksin', 'vaksin', 'booster']",-1.0,-1.0
3955,"['vaksin', 'booster', 'plaza', 'bintaro', 'claim', 'sertifikat', 'booster', 'hubung', 'call', 'center', 'suruh', 'konfirmasi', 'data', 'ulang', 'konfirmasi', 'vaksin', 'polisi']",-1.0,-1.0
2552,"['varian', 'xbb', 'temu', 'riau', 'warga', 'vaksin', 'booster']",1.0,1.0
945,"['cari', 'vaksin', 'booster', 'booster', 'ngent', 'panas', 'panas', 'mood', 'turun', 'jing']",1.0,1.0
4652,"['informasi', 'vaksin', 'booster', 'jogja']",1.0,1.0
5704,"['informasi', 'vaksin', 'booster', 'jogja']",1.0,1.0
295,"['kmrin', 'habis', 'vaksin', 'booster', 'badan', 'enak', 'flu', 'flu', 'kurasain', 'aneh', 'sakit', 'kepala']",-1.0,-1.0
1765,"['ayo', 'teman', 'jaga', 'prokes', 'vaksin', 'booster', 'ningkatin', 'imun', 'covid']",1.0,1.0
5550,"['ayo', 'butuh', 'vaksin', 'booster', 'konser', 'dosis', 'booster', 'testinya', 'banyakk', 'jamin', 'trusted', 'price', 'dm', 'akutanya', 'dm']",-1.0,-1.0
298,"['lupa', 'vaksin', 'booster', 'serie', 'sekian', 'bakaln', 'gala']",1.0,1.0
68,"['takut', 'china', 'vaksinbooster', 'mayoritas', 'rakyat', 'malaysia', 'covid', 'natural', 'immunity', 'jugak', 'anugerah', 'tuhan', 'owh', 'lupa', 'pulak', 'kate', 'paxlovid', 'jugak', 'fear', 'mongering']",1.0,1.0
5333,"['informasi', 'vaksin', 'booster', 'daerah', 'bogor', 'butuh']",-1.0,-1.0
736,"['jaga', 'malam', 'tanggal', 'pagi', 'yha', 'tertawa', 'jatah', 'libur', 'vaksin', 'booster', 'oltlt']",1.0,1.0
2187,"['minyuk', 'takut', 'vaksin', 'booster']",1.0,1.0
2574,"['ri', 'resmi', 'izin', 'beri', 'vaksin', 'covid', 'booster', 'lanjutusia', 'simak', 'efek', 'samping', 'vaksin', 'booster']",1.0,1.0
2024,"['ajak', 'masyarakat', 'vaksin', 'booster', 'virus', 'ayo', 'vaksin', 'booster']",1.0,1.0
5717,"['sedia', 'vaksin', 'booster', 'jakarta', 'timur']",1.0,1.0
4576,"['jog', 'informasi', 'vaksin', 'booster', 'besok', 'pagi']",1.0,1.0
3447,"['syarat', 'tumpang', 'kapal', 'kupang', 'surabaya', 'vaksin', 'booster', 'antigen']",-1.0,-1.0
150,"['hubung', 'hubung', 'aman', 'tenang', 'authornya', 'cinta', 'redaksi', 'flag', 'green', 'flag', 'picu', 'perang', 'takut', 'cinta', 'vaksin', 'booster']",1.0,1.0
756,"['informasi', 'vaksin', 'booster', 'bogor', 'daerah', 'bogor', 'selatan']",1.0,1.0
2802,"['wajib', 'vaksin', 'booster']",-1.0,-1.0
3414,"['covid', 'tingkat', 'drastis', 'masyarakat', 'imbau', 'vaksin', 'booster']",1.0,1.0
5392,"['upi', 'informasi', 'vaksin', 'booster']",1.0,1.0
5090,"['rek', 'informasi', 'vaksin', 'booster', 'area', 'kabupatenkota']",1.0,1.0
169,"['anjing', 'vaksin', 'booster', 'booster']",-1.0,-1.0
3053,"['waspada', 'varian', 'xbb', 'kadinkes', 'kota', 'diri', 'ayo', 'vaksin', 'booster']",1.0,1.0
376,"['coba', 'gapake', 'syarat', 'wajib', 'vaksin', 'booster', 'sen', 'tiket', 'libur']",1.0,1.0
1926,"['butuh', 'booster', 'vaksin', 'booster']",-1.0,-1.0
859,"['poin', 'vaksin', 'vaksin', 'booster', 'tumben', 'lupa', 'advis', 'voksanvaksin', 'sadar', 'vaksinasi', 'useless']",1.0,1.0
3842,"['bewara', 'kawan', 'kawan', 'sekitar', 'purwakarta', 'vaksin', 'booster', 'sinopharm', 'komen', 'dm', 'dinas', 'sehat', 'purwakarta', 'cari', 'booster', 'sinopharm', 'terimakasih', 'hubung', 'dinas', 'sehat', 'purwakarta']",1.0,1.0
4702,"['tubuh', 'sehat', 'hindar', 'tular', 'virus', 'varian', 'lengkap', 'vaksin', 'booster', 'vaksin', 'tambah', 'kebal', 'tubuh', 'bentuk', 'herd', 'immunity', 'takut', 'vaksin']",1.0,1.0
1760,"['jaga', 'prokes', 'vaksin', 'booster']",1.0,1.0
378,"['pemberitahuan', 'vaksin', 'booster']",-1.0,1.0
2654,"['wajib', 'vaksin', 'booster']",-1.0,-1.0
2227,"['vaksin', 'booster', 'cegah', 'lanjutusia', 'covid', 'info']",-1.0,-1.0
1294,"['syarat', 'baru', 'pesawat', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
3554,"['gweh', 'nonton', 'dokumentarinya', 'nct', 'dream', 'jember', 'tinggal', 'bayar', 'tau', 'pas', 'tiket', 'suruh', 'vaksin', 'booster']",-1.0,1.0
1432,"['booster', 'prokes', 'kunci', 'pisah', 'booster', 'prokes', 'kunci', 'pisah', 'fakta', 'potensi', 'naik', 'vaksin', 'booster', 'bareng', 'disiplin', 'protokol', 'sehat']",1.0,1.0
2638,"['lindung', 'tambah', 'lanjutusia', 'vaksin', 'booster', 'sehat', 'negeri', 'menteri', 'sehat']",1.0,1.0
5642,"['informasi', 'vaksin', 'booster', 'pontianak']",1.0,1.0
5026,"['ada', 'unfo', 'vaksin', 'booster', 'moderna', 'semarang', 'cek', 'victori', 'info', 'terimakasih']",1.0,1.0
2103,"['booster', 'odong', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
3680,"['ganjar', 'vaksin', 'booster', 'covid', 'jawa', 'sedia']",1.0,1.0
4517,"['stasiun', 'cepu', 'blora', 'stasiun', 'tegal', 'vaksin', 'booster', 'vaksin', 'antigen', 'booster', 'kosong', 'stasiun', 'cepu', 'layan', 'booster', 'terimakasih']",-1.0,-1.0
3454,"['waspada', 'naik', 'covid', 'masyarakat', 'vaksin', 'booster']",1.0,1.0
841,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'virus', 'covid']",1.0,1.0
2513,"['lokasivaksinboosterkedualansiajakartasyaratjadwaldanjenisvaksin', 'resmi', 'izin', 'beri', 'vaksin', 'covid', 'booster', 'lanjutusia', 'daftar', 'lokasi', 'vaksin', 'booster', 'lanjutusia', 'jakarta', 'lengkap', 'syarat']",1.0,1.0
1189,"['minimal', 'vaksin', 'booster']",-1.0,-1.0
175,"['benda', 'kepolisianresor', 'metropolitan', 'tangerang', 'kota', 'benda', 'kelompok', 'jurumudi', 'aipda', 'niam', 'lurah', 'jurumudi', 'chaerudin', 'laksana', 'aman', 'giat', 'vaksin', 'booster', 'lanjutusia', 'laksana', 'jurumudi']",-1.0,1.0
3861,"['informasi', 'vaksin', 'booster', 'daerah', 'bekas']",-1.0,1.0
927,"['dips', 'informasi', 'vaksin', 'booster', 'tembalang']",1.0,1.0
3353,"['provinsi', 'pemerintahprovinsi', 'daerahkhususibukota', 'jakarta', 'gencar', 'cepat', 'beri', 'vaksin', 'booster', 'masyarakat']",1.0,1.0
45,"['tiada', 'syarat', 'vaksin', 'booster', 'normal', 'kembali']",1.0,1.0
1260,"['jaga', 'lindung', 'kompak', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster', 'rantai', 'tular', 'kendali', 'libur', 'natal']",1.0,1.0
1096,"['lega', 'banget', 'vaksin', 'booster', 'mall', 'pura', 'pura', 'susu']",-1.0,1.0
4619,"['informasi', 'vaksin', 'booster', 'kalong', 'teman']",1.0,1.0
5157,"['informasi', 'vaksin', 'booster', 'bekas', 'jakarta', 'timur', 'kosong']",-1.0,-1.0
2859,"['vaksin', 'booster', 'gasdemi', 'sehat', 'selamat', 'lawan', 'pandemi']",1.0,1.0
1187,"['alami', 'vaksin', 'booster', 'kaya', 'usia', 'senja', 'sakit', 'nunjukin', 'surat', 'terang', 'tidakbisa', 'booster', 'gasalah']",-1.0,-1.0
5025,"['tenaga', 'sehat', 'aceh', 'terima', 'vaksin', 'booster']",1.0,1.0
2596,"['siap', 'vaksin', 'booster', 'hari']",1.0,1.0
1030,"['maju', 'vaksin', 'booster', 'senyam', 'senyum', 'gakuattt']",1.0,1.0
3606,"['pagedangan', 'gelar', 'vaksin', 'booster', 'camat', 'menghimbau', 'warga', 'daftar']",1.0,1.0
300,"['gantengsoleh', 'hati', 'rajin', 'tabung', 'sombong', 'minus', 'vaksin', 'booster']",1.0,1.0
2464,"['lapor', 'giat', 'monitoring', 'vaksin', 'booster', 'warga', 'cilacap', 'tempat', 'pendopo', 'cilacap']",-1.0,-1.0
1472,"['terima', 'vaksin', 'booster', 'capai', 'juta']",1.0,1.0
283,"['maaf', 'salah', 'informasi', 'informasi', 'sesuai', 'wajib', 'vaksin', 'booster', 'umur', 'terimakasih']",1.0,1.0
2436,"['varian', 'covid', 'ancam', 'vaksin', 'booster', 'gencar', 'viva']",-1.0,1.0
2422,"['vaksin', 'rasa', 'gejala', 'ringan', 'berat', 'nyeri', 'dada', 'vaksin', 'booster', 'gejala', 'alami', 'ringan', 'sakit', 'tenggorok', 'pilek', 'bersin']",-1.0,-1.0
4691,"['ayo', 'vaksin', 'booster', 'stok', 'batas', 'catat', 'booster', 'pfizer', 'sasar', 'dosis', 'primer', 'jenis', 'sinovac', 'astrazeneca', 'moderna', 'pfizer']",-1.0,-1.0
3263,"['pesan', 'tiket', 'online', 'pas', 'stasiun', 'scan', 'vaksin', 'booster', 'bawa', 'identitas', 'kartutandapenduduk', 'jagajaga']",1.0,1.0
3789,"['com', 'sitinurseha', 'assalamu', 'alaikum', 'wr', 'wb', 'tugas', 'pakai', 'pakai', 'fogging', 'vaksin', 'booster', 'sinovac', 'hasil', 'cegah', 'covid', 'indonesia']",1.0,1.0
1893,"['kapolres', 'nganjuk', 'tinjau', 'laksana', 'vaksin', 'booster', 'ajar', 'smk', 'nganjuk']",1.0,1.0
2615,"['kerja', 'daerah', 'buru', 'vaksin', 'booster', 'batang']",-1.0,1.0
2182,"['libur', 'lupa', 'vaksin', 'booster', 'protokol', 'sehat']",1.0,1.0
2094,"['mau', 'mudah', 'heran', 'malu', 'rela', 'antri', 'vaksin', 'booster']",1.0,1.0
